id,slug,title,sector,nco_code,employment,median_wage_inr,education_req,formal_sector_pct,source_ncs,source_plfs,source_ncvet
NCS-2411.0100,accountant,Accountant,BFSI,2411.0100,,,,,True,False,False
NCS-4311.0401,accounts-executive-accounts-payable-amp-receivables,Accounts Executive (Accounts Payable &amp; Receivables),BFSI,4311.0401,,,,,True,False,False
NCS-4313.0101,accounts-executive-payroll,Accounts Executive (Payroll),BFSI,4313.0101,,,,,True,False,False
NCS-4311.0101,accounts-executive-recording-amp-reporting,Accounts Executive (Recording &amp; Reporting),BFSI,4311.0101,,,,,True,False,False
NCS-4313.0201,accounts-executive-statutory-compliance,Accounts Executive (Statutory Compliance),BFSI,4313.0201,,,,,True,False,False
NCS-2120.0200,actuary,Actuary,BFSI,2120.0200,,,,,True,False,False
NCS-4311.0500,audit-clerk,Audit Clerk,BFSI,4311.0500,,,,,True,False,False
NCS-2411.0200,auditor,Auditor,BFSI,2411.0200,,,,,True,False,False
NCS-4311.0200,bank-clerk,Bank Clerk,BFSI,4311.0200,,,,,True,False,False
NCS-4311.0700,bill-and-accounts-collector,Bill and Accounts Collector,BFSI,4311.0700,,,,,True,False,False
NCS-4214.0100,bill-collector,Bill Collector,BFSI,4214.0100,,,,,True,False,False
NCS-4132.1400,bill-processing-clerk,Bill Processing Clerk,BFSI,4132.1400,,,,,True,False,False
NCS-4132.1300,book-keeping-machine-operator,Book Keeping Machine Operator,BFSI,4132.1300,,,,,True,False,False
NCS-3311.0100,broker-share-market,"Broker, Share Market",BFSI,3311.0100,,,,,True,False,False
NCS-2412.0300,budget-analyst,Budget Analyst,BFSI,2412.0300,,,,,True,False,False
NCS-4419.0102,business-correspondent,Business Correspondent,BFSI,4419.0102,,,,,True,False,False
NCS-4211.0200,cashier,Cashier,BFSI,4211.0200,,,,,True,False,False
NCS-4311.0600,clerk-cost-accounting,"Clerk, Cost Accounting",BFSI,4311.0600,,,,,True,False,False
NCS-4110.0200,clerk-enquiry,"Clerk, Enquiry",BFSI,4110.0200,,,,,True,False,False
NCS-4110.0100,clerk-general,"Clerk, General",BFSI,4110.0100,,,,,True,False,False
NCS-2412.0600,commission-agent,Commission Agent,BFSI,2412.0600,,,,,True,False,False
NCS-4131.0600,computer-operator,Computer Operator,BFSI,4131.0600,,,,,True,False,False
NCS-2411.0300,cost-accountant,Cost Accountant,BFSI,2411.0300,,,,,True,False,False
NCS-4214.0201,debt-recovery-agent,Debt Recovery Agent,BFSI,4214.0201,,,,,True,False,False
NCS-1120.0700,director-bank,"Director, Bank",BFSI,1120.0700,,,,,True,False,False
NCS-1120.0800,director-insurance,"Director, Insurance",BFSI,1120.0800,,,,,True,False,False
NCS-3311.0201,equity-dealer,Equity Dealer,BFSI,3311.0201,,,,,True,False,False
NCS-2433.9900,field-officer-insurance,"Field Officer, Insurance",BFSI,2433.9900,,,,,True,False,False
NCS-3312.0100,finance-agent,Finance Agent,BFSI,3312.0100,,,,,True,False,False
NCS-2412.0200,financial-analyst,Financial Analyst,BFSI,2412.0200,,,,,True,False,False
NCS-2412.0100,financial-examiner,Financial Examiner,BFSI,2412.0100,,,,,True,False,False
NCS-1211.0100,general-manager-bank,"General Manager, Bank",BFSI,1211.0100,,,,,True,False,False
NCS-1211.0200,general-manager-insurance,"General Manager, Insurance",BFSI,1211.0200,,,,,True,False,False
NCS-3321.0200,insurance-adjuster-examiner-surveyor-and-investigator,"Insurance Adjuster, Examiner, Surveyor and Investigator",BFSI,3321.0200,,,,,True,False,False
NCS-3321.0100,insurance-agent,Insurance Agent,BFSI,3321.0100,,,,,True,False,False
NCS-3311.0200,jobber-share-market,"Jobber, Share Market",BFSI,3311.0200,,,,,True,False,False
NCS-4311.0300,ledger-clerk,Ledger Clerk,BFSI,4311.0300,,,,,True,False,False
NCS-3312.0101,loan-approval-officer,Loan Approval Officer,BFSI,3312.0101,,,,,True,False,False
NCS-1346.0100,manager-bank,"Manager, Bank",BFSI,1346.0100,,,,,True,False,False
NCS-1346.0200,manager-insurance,"Manager, Insurance",BFSI,1346.0200,,,,,True,False,False
NCS-3311.0202,mutual-fund-agent,Mutual Fund Agent,BFSI,3311.0202,,,,,True,False,False
NCS-2120.0500,operation-research-analyst,Operation Research Analyst,BFSI,2120.0500,,,,,True,False,False
NCS-4120.0200,personal-secretary,Personal Secretary,BFSI,4120.0200,,,,,True,False,False
NCS-4120.0100,private-secretary,Private Secretary,BFSI,4120.0100,,,,,True,False,False
NCS-4226.0100,reception-clerk,Reception Clerk,BFSI,4226.0100,,,,,True,False,False
NCS-2412.0400,risk-management-analyst,Risk Management Analyst,BFSI,2412.0400,,,,,True,False,False
NCS-4312.0100,statistical-clerks,Statistical Clerks,BFSI,4312.0100,,,,,True,False,False
NCS-2120.0300,statistician,Statistician,BFSI,2120.0300,,,,,True,False,False
NCS-2120.0400,statistician-applied,"Statistician, Applied",BFSI,2120.0400,,,,,True,False,False
NCS-4211.0400,teller-bank,Teller Bank,BFSI,4211.0400,,,,,True,False,False
NCS-8131.8000,acid-concentrator,Acid Concentrator,Chemical and Petrochemicals,8131.8000,,,,,True,False,False
NCS-8131.7700,acid-plant-operator,Acid Plant Operator,Chemical and Petrochemicals,8131.7700,,,,,True,False,False
NCS-8131.8801,agarbati-maker,Agarbati Maker,Chemical and Petrochemicals,8131.8801,,,,,True,False,False
NCS-8131.2100,ammonia-operator-ammonia-plant-operator,Ammonia Operator/ Ammonia Plant Operator,Chemical and Petrochemicals,8131.2100,,,,,True,False,False
NCS-8131.7200,ampoule-machine-plant-operator,Ampoule Machine/ Plant Operator,Chemical and Petrochemicals,8131.7200,,,,,True,False,False
NCS-8131.9000,assembler-marking-devices-pen-amp-pencil,"Assembler, Marking Devices (Pen &amp; Pencil)",Chemical and Petrochemicals,8131.9000,,,,,True,False,False
NCS-8131.4600,bandroll-and-levelling-machine-operator,Bandroll and Levelling Machine Operator,Chemical and Petrochemicals,8131.4600,,,,,True,False,False
NCS-3133.0400,batch-still-operator-chemical,"Batch Still Operator, Chemical",Chemical and Petrochemicals,3133.0400,,,,,True,False,False
NCS-3133.0600,bleaching-operator-chemical,"Bleaching Operator, Chemical",Chemical and Petrochemicals,3133.0600,,,,,True,False,False
NCS-3133.0300,boiling-tub-operator-chemical,Boiling- Tub Operator (Chemical),Chemical and Petrochemicals,3133.0300,,,,,True,False,False
NCS-8142.0700,bottle-blowing-machine-operator-plastic,Bottle Blowing Machine Operator (Plastic),Chemical and Petrochemicals,8142.0700,,,,,True,False,False
NCS-8131.4500,box-closing-machine-operator-match,Box Closing Machine Operator (Match),Chemical and Petrochemicals,8131.4500,,,,,True,False,False
NCS-8131.4300,box-filling-machine-operator-match,Box Filling Machine Operator (Match),Chemical and Petrochemicals,8131.4300,,,,,True,False,False
NCS-8131.2600,box-filtration-operator,Box Filtration Operator,Chemical and Petrochemicals,8131.2600,,,,,True,False,False
NCS-8131.4200,box-making-machine-operator-match,Box Making Machine Operator (Match),Chemical and Petrochemicals,8131.4200,,,,,True,False,False
NCS-8131.3200,brine-maker-chemical,Brine Maker (Chemical),Chemical and Petrochemicals,8131.3200,,,,,True,False,False
NCS-8131.8200,cell-room-attendant-chemical,"Cell Room Attendant, Chemical",Chemical and Petrochemicals,8131.8200,,,,,True,False,False
NCS-8131.5600,charcoal-burner-beehive-kiln-chemical,"Charcoal Burner, Beehive Kiln (Chemical)",Chemical and Petrochemicals,8131.5600,,,,,True,False,False
NCS-2145.0400,chemical-engineer-drugs-and-acids,"Chemical Engineer, Drugs and Acids",Chemical and Petrochemicals,2145.0400,,,,,True,False,False
NCS-2145.0100,chemical-engineer-general,"Chemical Engineer, General",Chemical and Petrochemicals,2145.0100,,,,,True,False,False
NCS-3133.0700,chemical-process-operator-radio-active-materials,Chemical Process Operator (Radio Active Materials),Chemical and Petrochemicals,3133.0700,,,,,True,False,False
NCS-2113.0500,chemist-analytical,"Chemist, Analytical",Chemical and Petrochemicals,2113.0500,,,,,True,False,False
NCS-2131.1400,chemist-food,"Chemist, Food",Chemical and Petrochemicals,2131.1400,,,,,True,False,False
NCS-2113.0300,chemist-inorganic,"Chemist, Inorganic",Chemical and Petrochemicals,2113.0300,,,,,True,False,False
NCS-2113.0400,chemist-physical,"Chemist, Physical",Chemical and Petrochemicals,2113.0400,,,,,True,False,False
NCS-3116.0600,chemist-water-purification-water-treatment,"Chemist, Water Purification/ Water Treatment",Chemical and Petrochemicals,3116.0600,,,,,True,False,False
NCS-8131.4900,coke-oven-operator-controller,"Coke Oven Operator, Controller",Chemical and Petrochemicals,8131.4900,,,,,True,False,False
NCS-8131.0500,compounding-man-match,Compounding Man (Match),Chemical and Petrochemicals,8131.0500,,,,,True,False,False
NCS-8142.0600,compression-moulding-machine-operator-plastic,Compression Moulding Machine Operator (Plastic),Chemical and Petrochemicals,8142.0600,,,,,True,False,False
NCS-8131.4000,continuous-machine-operator-match-box-manufacturing,Continuous Machine Operator (Match Box Manufacturing),Chemical and Petrochemicals,8131.4000,,,,,True,False,False
NCS-3133.0500,continuous-still-operator-chemical,"Continuous Still Operator, Chemical",Chemical and Petrochemicals,3133.0500,,,,,True,False,False
NCS-8131.3800,converter-operator-grain-feed-mills,Converter Operator (Grain- Feed Mills),Chemical and Petrochemicals,8131.3800,,,,,True,False,False
NCS-8131.0100,crusher-operator-chemical,"Crusher Operator, Chemical",Chemical and Petrochemicals,8131.0100,,,,,True,False,False
NCS-8131.6800,crystallisation-attendant,Crystallisation Attendant,Chemical and Petrochemicals,8131.6800,,,,,True,False,False
NCS-8131.6700,deodogizer,Deodogizer,Chemical and Petrochemicals,8131.6700,,,,,True,False,False
NCS-2145.0200,designer-chemical-engineering,"Designer, Chemical Engineering",Chemical and Petrochemicals,2145.0200,,,,,True,False,False
NCS-8131.3000,disc-operator-abrasive,Disc Operator (Abrasive),Chemical and Petrochemicals,8131.3000,,,,,True,False,False
NCS-8131.3900,distiller-chemical,Distiller (Chemical),Chemical and Petrochemicals,8131.3900,,,,,True,False,False
NCS-8131.1400,drying-chamber-attendant-drugs-chamber-operators,Drying Chamber Attendant (Drugs)/ Chamber Operators,Chemical and Petrochemicals,8131.1400,,,,,True,False,False
NCS-8131.1500,drying-chamber-attendant-matchboxeschamber-operators,Drying Chamber Attendant (Matchboxes)/Chamber Operators,Chemical and Petrochemicals,8131.1500,,,,,True,False,False
NCS-8122.2000,enameller-chemical,"Enameller, Chemical",Chemical and Petrochemicals,8122.2000,,,,,True,False,False
NCS-8131.3600,evaporator-operator,Evaporator Operator,Chemical and Petrochemicals,8131.3600,,,,,True,False,False
NCS-8131.8500,extraction-attendant-chemical,"Extraction Attendant, Chemical",Chemical and Petrochemicals,8131.8500,,,,,True,False,False
NCS-8142.0400,extruding-machine-operator-plastic,Extruding Machine Operator (Plastic),Chemical and Petrochemicals,8142.0400,,,,,True,False,False
NCS-8142.0300,extruding-machine-setter-plastic,Extruding Machine Setter (Plastic),Chemical and Petrochemicals,8142.0300,,,,,True,False,False
NCS-8131.2300,filter-press-operator,Filter Press Operator,Chemical and Petrochemicals,8131.2300,,,,,True,False,False
NCS-8131.2400,filter-press-operator-ceramics,Filter Press Operator (Ceramics),Chemical and Petrochemicals,8131.2400,,,,,True,False,False
NCS-8131.4400,friction-machine-operator-match,Friction Machine Operator (Match),Chemical and Petrochemicals,8131.4400,,,,,True,False,False
NCS-8131.2900,gauger-cement,Gauger (Cement),Chemical and Petrochemicals,8131.2900,,,,,True,False,False
NCS-8131.0900,grading-machine-attendantnbsp-abrasive,Grading Machine Attendant&nbsp; (Abrasive),Chemical and Petrochemicals,8131.0900,,,,,True,False,False
NCS-7411.0101,access-controls-installation-technician,Access Controls Installation Technician,Electronics and HW,7411.0101,,,,,True,False,False
NCS-3113.0803,aoi-machine-operator,AOI Machine Operator,Electronics and HW,3113.0803,,,,,True,False,False
NCS-2433.0101,area-sales-officer,Area Sales Officer,Electronics and HW,2433.0101,,,,,True,False,False
NCS-8212.0700,assembler-precision-instrument,Assembler Precision Instrument,Electronics and HW,8212.0700,,,,,True,False,False
NCS-8211.0400,assembler-refrigerator-and-air-conditioning-unit,"Assembler, Refrigerator and Air Conditioning Unit",Electronics and HW,8211.0400,,,,,True,False,False
NCS-7422.1901,assembly-line-operator,Assembly Line Operator,Electronics and HW,7422.1901,,,,,True,False,False
NCS-8212.1801,assembly-operator-capacitor,Assembly Operator – Capacitor,Electronics and HW,8212.1801,,,,,True,False,False
NCS-8212.2001,assembly-operator-energy-meter,Assembly Operator – Energy Meter,Electronics and HW,8212.2001,,,,,True,False,False
NCS-8212.2201,assembly-operator-pmd-and-x-ray,Assembly Operator – PMD and X-Ray,Electronics and HW,8212.2201,,,,,True,False,False
NCS-8212.1401,assembly-operator-tv,Assembly Operator – TV,Electronics and HW,8212.1401,,,,,True,False,False
NCS-8212.0900,assembly-operator-radio-manufacturing,Assembly Operator (Radio Manufacturing),Electronics and HW,8212.0900,,,,,True,False,False
NCS-8212.0800,assembly-operator-telephone-equipment-manufacturing,Assembly Operator (Telephone Equipment Manufacturing),Electronics and HW,8212.0800,,,,,True,False,False
NCS-8212.2002,assembly-operator-plc,Assembly Operator-PLC,Electronics and HW,8212.2002,,,,,True,False,False
NCS-3138.0101,assembly-supervisor,Assembly Supervisor,Electronics and HW,3138.0101,,,,,True,False,False
NCS-7412.0103,automatedopticalinspectionoperator,Automated_Optical_Inspection_Operator,Electronics and HW,7412.0103,,,,,True,False,False
NCS-7421.1201,auto-tester-capacitor,Auto-tester Capacitor,Electronics and HW,7421.1201,,,,,True,False,False
NCS-7412.0104,bare-board-testing-operator,Bare Board Testing Operator,Electronics and HW,7412.0104,,,,,True,False,False
NCS-8212.2202,box-assembly-operator,Box Assembly Operator,Electronics and HW,8212.2202,,,,,True,False,False
NCS-8212.1607,box-building-assembly-technician,Box-building Assembly Technician,Electronics and HW,8212.1607,,,,,True,False,False
NCS-2433.0601,business-development-executive,Business Development Executive,Electronics and HW,2433.0601,,,,,True,False,False
NCS-7422.0800,cable-jointer,Cable Jointer,Electronics and HW,7422.0800,,,,,True,False,False
NCS-8212.1100,cable-maker-rack-wiring-telephone-equipment-manufacturing,"Cable Maker, Rack Wiring (Telephone Equipment Manufacturing)",Electronics and HW,8212.1100,,,,,True,False,False
NCS-7422.1200,cable-television-installer,Cable Television Installer,Electronics and HW,7422.1200,,,,,True,False,False
NCS-7311.1002,calibration-engineer,Calibration Engineer,Electronics and HW,7311.1002,,,,,True,False,False
NCS-8212.1904,capping-operator,Capping Operator,Electronics and HW,8212.1904,,,,,True,False,False
NCS-7422.0700,carrier-attendant-telephone,Carrier Attendant (Telephone),Electronics and HW,7422.0700,,,,,True,False,False
NCS-7411.0102,cctv-installation-technician,CCTV Installation Technician,Electronics and HW,7411.0102,,,,,True,False,False
NCS-7321.0802,circuit-imaging-operator,Circuit Imaging Operator,Electronics and HW,7321.0802,,,,,True,False,False
NCS-7321.0801,circuit-imaging-operator,Circuit Imaging Operator,Electronics and HW,7321.0801,,,,,True,False,False
NCS-8212.1804,coating-curing-and-marking-operator,"Coating, Curing and Marking Operator",Electronics and HW,8212.1804,,,,,True,False,False
NCS-8212.1606,component-preparation-operator,Component Preparation Operator,Electronics and HW,8212.1606,,,,,True,False,False
NCS-5244.0301,customer-care-executive,Customer Care Executive,Electronics and HW,5244.0301,,,,,True,False,False
NCS-3113.0701,customer-inspection-technician,Customer Inspection Technician,Electronics and HW,3113.0701,,,,,True,False,False
NCS-8212.0401,cutting-crimping-and-connector-assembly-operator,"Cutting, Crimping and Connector Assembly Operator",Electronics and HW,8212.0401,,,,,True,False,False
NCS-7422.1203,das-set-top-box-installer-and-service-technician,DAS Set-top Box Installer and Service Technician,Electronics and HW,7422.1203,,,,,True,False,False
NCS-2152.0501,design-engineer,Design Engineer,Electronics and HW,2152.0501,,,,,True,False,False
NCS-2151.0701,design-for-manufactureengineer,Design-for-Manufacture_Engineer,Electronics and HW,2151.0701,,,,,True,False,False
NCS-2152.0502,design-for-test-engineer,Design-for-Test Engineer,Electronics and HW,2152.0502,,,,,True,False,False
NCS-8212.1702,die-bonding-operator,Die Bonding Operator,Electronics and HW,8212.1702,,,,,True,False,False
NCS-3512.0401,disk-duplicator,Disk Duplicator,Electronics and HW,3512.0401,,,,,True,False,False
NCS-3118.0301,draftsman,Draftsman,Electronics and HW,3118.0301,,,,,True,False,False
NCS-8212.2502,drilling-operator,Drilling Operator,Electronics and HW,8212.2502,,,,,True,False,False
NCS-7422.1202,dth-set-top-box-installer-and-service-technician,DTH Set-top-box Installer and Service Technician,Electronics and HW,7422.1202,,,,,True,False,False
NCS-8212.0402,electrical-assembly-operator-control-panel,Electrical Assembly Operator-Control Panel,Electronics and HW,8212.0402,,,,,True,False,False
NCS-2151.0202,electrical-design-developer,Electrical Design Developer,Electronics and HW,2151.0202,,,,,True,False,False
NCS-8212.2401,electrical-technician,Electrical Technician,Electronics and HW,8212.2401,,,,,True,False,False
NCS-2152.0200,electronic-engineer,Electronic Engineer,Electronics and HW,2152.0200,,,,,True,False,False
NCS-2152.0801,electronic-hardware-design-engineer,Electronic Hardware Design Engineer,Electronics and HW,2152.0801,,,,,True,False,False
NCS-7421.0300,electronic-mechanic,Electronic Mechanic,Electronics and HW,7421.0300,,,,,True,False,False
NCS-8212.2601,electronic-sub-assembly-technician,Electronic Sub-Assembly Technician,Electronics and HW,8212.2601,,,,,True,False,False
NCS-8181.2200,abrasive-mixer,Abrasive Mixer,Glass and Ceramics,8181.2200,,,,,True,False,False
NCS-7314.0800,abrasive-wheel-moulder,Abrasive Wheel Moulder,Glass and Ceramics,7314.0800,,,,,True,False,False
NCS-8181.1400,annealer-glass-product,Annealer (Glass Product),Glass and Ceramics,8181.1400,,,,,True,False,False
NCS-8181.2400,ball-mill-operator-cement-amp-ceramics,Ball Mill Operator (Cement &amp; Ceramics),Glass and Ceramics,8181.2400,,,,,True,False,False
NCS-8181.2100,batch-mixer-glass,Batch Mixer (Glass),Glass and Ceramics,8181.2100,,,,,True,False,False
NCS-7315.1000,bead-maker-glass,Bead Maker (Glass),Glass and Ceramics,7315.1000,,,,,True,False,False
NCS-7315.0700,bender-glass,Bender (Glass),Glass and Ceramics,7315.0700,,,,,True,False,False
NCS-7315.0300,blower-helper-glass,Blower Helper (Glass),Glass and Ceramics,7315.0300,,,,,True,False,False
NCS-7315.0100,blower-glass,"Blower, Glass",Glass and Ceramics,7315.0100,,,,,True,False,False
NCS-7315.0200,blower-laboratory-apparatus,"Blower, Laboratory Apparatus",Glass and Ceramics,7315.0200,,,,,True,False,False
NCS-8181.0100,blowing-machine-operator-glass,Blowing Machine Operator (Glass),Glass and Ceramics,8181.0100,,,,,True,False,False
NCS-8181.1900,bricklayer-brick-amp-tile,Bricklayer (Brick &amp; Tile),Glass and Ceramics,8181.1900,,,,,True,False,False
NCS-7314.0700,bricks-and-tile-moulder-hand,"Bricks and Tile Moulder, Hand",Glass and Ceramics,7314.0700,,,,,True,False,False
NCS-8181.3100,burner-cement,Burner Cement,Glass and Ceramics,8181.3100,,,,,True,False,False
NCS-7311.1000,calibrator-instrument-amp-apparatus,Calibrator (Instrument &amp; Apparatus),Glass and Ceramics,7311.1000,,,,,True,False,False
NCS-7311.0900,calibrator-glass,"Calibrator, Glass",Glass and Ceramics,7311.0900,,,,,True,False,False
NCS-7311.1100,calibrator-other,"Calibrator, Other",Glass and Ceramics,7311.1100,,,,,True,False,False
NCS-7314.0200,caster-pottery-and-porcelain,"Caster, Pottery and Porcelain",Glass and Ceramics,7314.0200,,,,,True,False,False
NCS-8181.3200,clay-modeller,Clay Modeller,Glass and Ceramics,8181.3200,,,,,True,False,False
NCS-7315.1900,cooling-man-glass,Cooling Man (Glass),Glass and Ceramics,7315.1900,,,,,True,False,False
NCS-7315.2200,crusher-attendant-stone,"Crusher Attendant, Stone",Glass and Ceramics,7315.2200,,,,,True,False,False
NCS-7315.1800,cutter-glass-bangles,"Cutter, Glass Bangles",Glass and Ceramics,7315.1800,,,,,True,False,False
NCS-7315.0900,drawer-glass,Drawer (Glass),Glass and Ceramics,7315.0900,,,,,True,False,False
NCS-7315.1700,edge-finisher-glass,Edge Finisher (Glass),Glass and Ceramics,7315.1700,,,,,True,False,False
NCS-8181.2900,edge-operator-abrasive,Edge Operator (Abrasive),Glass and Ceramics,8181.2900,,,,,True,False,False
NCS-7315.1300,edger-optical-glass,Edger (Optical glass),Glass and Ceramics,7315.1300,,,,,True,False,False
NCS-8181.0500,extruding-press-operator-clay,"Extruding Press Operator, Clay",Glass and Ceramics,8181.0500,,,,,True,False,False
NCS-8181.3300,fiberglass-machine-operator,Fiberglass- Machine Operator,Glass and Ceramics,8181.3300,,,,,True,False,False
NCS-8181.3400,furnace-helper,Furnace Helper,Glass and Ceramics,8181.3400,,,,,True,False,False
NCS-8181.1201,furnaceman-glass-furnace-operator,"Furnaceman, Glass/ Furnace Operator",Glass and Ceramics,8181.1201,,,,,True,False,False
NCS-7315.0800,gatherer-glass,Gatherer (Glass),Glass and Ceramics,7315.0800,,,,,True,False,False
NCS-7315.2000,glass-cutter-other,"Glass Cutter, Other",Glass and Ceramics,7315.2000,,,,,True,False,False
NCS-8181.2800,glaze-maker,Glaze Maker,Glass and Ceramics,8181.2800,,,,,True,False,False
NCS-8181.2000,graduating-machine-operator-glass,Graduating Machine Operator (Glass),Glass and Ceramics,8181.2000,,,,,True,False,False
NCS-7314.1000,granulator-attendant-cement,Granulator Attendant (Cement),Glass and Ceramics,7314.1000,,,,,True,False,False
NCS-7315.2301,grinder-stone-and-clay,Grinder (Stone and Clay),Glass and Ceramics,7315.2301,,,,,True,False,False
NCS-7315.2100,joiner-glass-bangles,"Joiner, Glass Bangles",Glass and Ceramics,7315.2100,,,,,True,False,False
NCS-8181.1800,kiln-loader-brick-and-tile,"Kiln Loader, Brick and Tile",Glass and Ceramics,8181.1800,,,,,True,False,False
NCS-8181.1600,kiln-loader-pottery-and-porcelain,"Kiln Loader, Pottery and Porcelain",Glass and Ceramics,8181.1600,,,,,True,False,False
NCS-8181.1700,kilnman-brick-and-tile,"Kilnman, Brick and Tile",Glass and Ceramics,8181.1700,,,,,True,False,False
NCS-8181.1500,kilnman-pottery-and-porcelain,"Kilnman, Pottery and Porcelain",Glass and Ceramics,8181.1500,,,,,True,False,False
NCS-3116.0101,laboratory-assistant-glass-and-ceramics,"Laboratory Assistant, Glass and Ceramics",Glass and Ceramics,3116.0101,,,,,True,False,False
NCS-7317.0100,lamp-shade-maker,Lamp Shade Maker,Glass and Ceramics,7317.0100,,,,,True,False,False
NCS-8181.0200,machine-man-sheet-glass,"Machine Man, Sheet Glass",Glass and Ceramics,8181.0200,,,,,True,False,False
NCS-2111.1100,material-scientist,Material Scientist,Glass and Ceramics,2111.1100,,,,,True,False,False
NCS-7316.1100,mirror-silverer,Mirror Silverer,Glass and Ceramics,7316.1100,,,,,True,False,False
NCS-8181.2300,mixing-machine-operator-abrasive,Mixing Machine Operator (Abrasive),Glass and Ceramics,8181.2300,,,,,True,False,False
NCS-8181.1100,modeller-pottery-and-porcelain,"Modeller, Pottery and Porcelain",Glass and Ceramics,8181.1100,,,,,True,False,False
NCS-7314.0100,mould-maker-pottery-and-porcelain,"Mould Maker, Pottery and Porcelain",Glass and Ceramics,7314.0100,,,,,True,False,False
NCS-7314.0400,moulder-hand-ceramics,"Moulder, Hand (Ceramics)",Glass and Ceramics,7314.0400,,,,,True,False,False
NCS-3134.0500,blender-petroleum-refining,Blender (Petroleum Refining),Hydrocarbon,3134.0500,,,,,True,False,False
NCS-2145.0500,chemical-engineer-petroleum,"Chemical Engineer, Petroleum",Hydrocarbon,2145.0500,,,,,True,False,False
NCS-3134.0100,continuous-still-operator-petroleum,"Continuous Still Operator, Petroleum",Hydrocarbon,3134.0100,,,,,True,False,False
NCS-3134.0400,control-man-petroleum-refining,Control Man (Petroleum Refining),Hydrocarbon,3134.0400,,,,,True,False,False
NCS-3116.0400,core-analyst-petrol-and-natural-gas,"Core Analyst, Petrol and Natural Gas",Hydrocarbon,3116.0400,,,,,True,False,False
NCS-8131.3100,crude-oil-treater-petrol-amp-gas,Crude - Oil Treater (Petrol &amp; Gas),Hydrocarbon,8131.3100,,,,,True,False,False
NCS-8131.2800,crude-oil-treater-oil-field,Crude Oil Treater (Oil Field),Hydrocarbon,8131.2800,,,,,True,False,False
NCS-1120.0500,director-gas,"Director, Gas",Hydrocarbon,1120.0500,,,,,True,False,False
NCS-8131.8300,gas-storage-attendant,Gas Storage Attendant,Hydrocarbon,8131.8300,,,,,True,False,False
NCS-1321.0800,general-manager-gas,"General Manager, Gas",Hydrocarbon,1321.0800,,,,,True,False,False
NCS-2114.1500,geologist-petroleum,"Geologist, Petroleum",Hydrocarbon,2114.1500,,,,,True,False,False
NCS-8131.2700,hydro-extractor-operator,Hydro Extractor Operator,Hydrocarbon,8131.2700,,,,,True,False,False
NCS-3116.0500,laboratory-assistant-petroleum-and-lubricants,"Laboratory Assistant, Petroleum and Lubricants",Hydrocarbon,3116.0500,,,,,True,False,False
NCS-1321.0300,manager-gas,"Manager, Gas",Hydrocarbon,1321.0300,,,,,True,False,False
NCS-3134.0600,paraffin-plant-operator-petrol-refining,Paraffin Plant Operator (Petrol Refining),Hydrocarbon,3134.0600,,,,,True,False,False
NCS-8131.5800,producer-gas-plant-operator,Producer Gas Plant Operator,Hydrocarbon,8131.5800,,,,,True,False,False
NCS-3134.0300,pump-man-petroleum-refining,Pump Man (Petroleum Refining),Hydrocarbon,3134.0300,,,,,True,False,False
NCS-3134.0700,pump-station-operator,Pump Station Operator,Hydrocarbon,3134.0700,,,,,True,False,False
NCS-3134.0200,still-man-gas-plantgas-plant-operator-petrol-refining,Still Man Gas Plant/Gas Plant Operator (Petrol Refining),Hydrocarbon,3134.0200,,,,,True,False,False
NCS-3122.1400,supervisor-and-foreman-petroleum-refining-and-related-activitiesoperatorengineering-assistant-mechanicalelectricalcivilchemical-related-activities,"Supervisor and Foreman, Petroleum Refining and Related Activities/Operator/Engineering Assistant (Mechanical/Electrical/Civil/Chemical) Related Activities​",Hydrocarbon,3122.1400,,,,,True,False,False
NCS-1321.0200,terminal-manager,Terminal Manager,Hydrocarbon,1321.0200,,,,,True,False,False
NCS-3134.0800,treating-plant-operator,Treating-Plant Operator,Hydrocarbon,3134.0800,,,,,True,False,False
NCS-1120.0200,working-proprietor-gas,"Working Proprietor, Gas",Hydrocarbon,1120.0200,,,,,True,False,False
NCS-8343.0701,backhoe-loader-operator,Backhoe Loader Operator,Infrastructure Equipment,8343.0701,,,,,True,False,False
NCS-8342.0702,backhoe-loader-operator,Backhoe Loader Operator,Infrastructure Equipment,8342.0702,,,,,True,False,False
NCS-8342.0101,bulldozer-operator,Bulldozer Operator,Infrastructure Equipment,8342.0101,,,,,True,False,False
NCS-8342.1701,compactor-operator,Compactor Operator,Infrastructure Equipment,8342.1701,,,,,True,False,False
NCS-8342.1802,concrete-pump-operator,Concrete Pump Operator,Infrastructure Equipment,8342.1802,,,,,True,False,False
NCS-8343.0502,crawler-crane-operator,Crawler Crane Operator,Infrastructure Equipment,8343.0502,,,,,True,False,False
NCS-8342.0501,excavator-operator,Excavator Operator,Infrastructure Equipment,8342.0501,,,,,True,False,False
NCS-8342.0401,grader-operator,Grader Operator,Infrastructure Equipment,8342.0401,,,,,True,False,False
NCS-8343.0503,hydra-crane-operator,Hydra Crane Operator,Infrastructure Equipment,8343.0503,,,,,True,False,False
NCS-8343.0702,junior-backhoe-operator,Junior Backhoe Operator,Infrastructure Equipment,8343.0702,,,,,True,False,False
NCS-8342.0602,junior-excavator-operator,Junior Excavator Operator,Infrastructure Equipment,8342.0602,,,,,True,False,False
